,phrase,telecom
1685,text,beeline
1686,text,megafon
1687,text,megafon
1688,text,mts
1689,text,mts
1690,text,mts
1691,text,mts
1692,text,rostelecom
1693,text,megafon
1694,text,tele2
1695,text,mts
1696,text,tele2
1697,text,rostelecom
1698,text,megafon
1699,text,rostelecom
1700,text,mts
1701,text,beeline
1702,text,mts
1703,text,mts
1704,text,rostelecom
1705,text,mts
1706,text,mts
1707,text,mts
1708,text,megafon
1709,text,megafon
1710,text,mts
1711,text,mts
1712,text,mts
1713,text,megafon
1714,text,megafon
1715,text,mts
1716,text,mts
1717,text,megafon
1718,text,megafon
1719,text,megafon
1720,text,megafon
1721,text,megafon
1722,text,megafon
1723,text,mts
1724,text,mts
1725,text,beeline
1726,text,mts
1727,text,mts
1728,text,beeline
1729,text,mts
1730,text,mts
1731,text,rostelecom
1732,text,mts
1733,text,mts
1734,text,megafon
1735,text,beeline
1736,text,mts
1737,text,beeline
1738,text,megafon
1739,text,beeline
1740,text,mts
1741,text,beeline
1742,text,megafon
1743,text,megafon
1744,text,rostelecom
1745,text,beeline
1746,text,megafon
1747,text,megafon
1748,text,beeline
1749,text,beeline
1750,text,beeline
1751,text,beeline
1752,text,beeline
1753,text,beeline
1754,text,beeline
1755,text,mts
1756,text,beeline
1757,text,megafon
1758,text,mts
1759,text,beeline
1760,text,mts
1761,text,megafon
1762,text,mts
1763,text,beeline
1764,text,mts
1765,text,beeline
1766,text,megafon
1767,text,rostelecom
1768,text,megafon
1769,text,mts
1770,text,rostelecom
1771,text,tele2
1772,text,megafon
1773,text,mts
1774,text,megafon
1775,text,mts
1776,text,megafon
1777,text,rostelecom
1778,text,mts
1779,text,megafon
1780,text,megafon
1781,text,mts
1782,text,beeline
1783,text,megafon
1784,text,beeline
1785,text,beeline
1786,text,rostelecom
1787,text,mts
1788,text,megafon
1789,text,megafon
1790,text,beeline
1791,text,mts
1792,text,beeline
1793,text,mts
1794,text,rostelecom
1795,text,mts
1796,text,mts
1797,text,tele2
1798,text,megafon
1799,text,beeline
1800,text,mts
1801,text,megafon
1802,text,beeline
1803,text,mts
1804,text,rostelecom
1805,text,beeline
1806,text,megafon
1807,text,mts
1808,text,rostelecom
1809,text,megafon
1810,text,beeline
1811,text,beeline
1812,text,beeline
1813,text,beeline
1814,text,mts
1815,text,mts
1816,text,mts
1817,text,megafon
1818,text,mts
1819,text,beeline
1820,text,mts
1821,text,mts
1822,text,tele2
1823,text,tele2
1824,text,megafon
1825,text,mts
1826,text,megafon
1827,text,beeline
1828,text,rostelecom
1829,text,megafon
1830,text,megafon
1831,text,megafon
1832,text,beeline
1833,text,megafon
1834,text,beeline
1835,text,beeline
1836,text,rostelecom
1837,text,megafon
1838,text,rostelecom
1839,text,megafon
1840,text,beeline
1841,text,beeline
1842,text,mts
1843,text,beeline
1844,text,mts
1845,text,mts
1846,text,megafon
1847,text,mts
1848,text,beeline
1849,text,mts
1850,text,mts
1851,text,mts
1852,text,megafon
1853,text,rostelecom
1854,text,beeline
1855,text,beeline
1856,text,mts
1857,text,tele2
1858,text,megafon
1859,text,beeline
1860,text,mts
1861,text,mts
1862,text,mts
1863,text,megafon
1864,text,beeline
1865,text,beeline
1866,text,beeline
1867,text,mts
1868,text,megafon
1869,text,mts
1870,text,mts
1871,text,megafon
1872,text,mts
1873,text,mts
1874,text,megafon
1875,text,mts
1876,text,mts
1877,text,megafon
1878,text,mts
1879,text,megafon
1880,text,megafon
1881,text,megafon
1882,text,megafon
1883,text,megafon
1884,text,rostelecom
1885,text,megafon
1886,text,megafon
1887,text,beeline
1888,text,megafon
1889,text,skylink
1890,text,megafon
1891,text,megafon
1892,text,megafon
1893,text,beeline
1894,text,tele2
1895,text,mts
1896,text,tele2
1897,text,beeline
1898,text,tele2
1899,text,rostelecom
1900,text,megafon
1901,text,megafon
1902,text,megafon
1903,text,beeline
1904,text,mts
1905,text,beeline
1906,text,megafon
1907,text,megafon
1908,text,tele2
1909,text,beeline
1910,text,megafon
1911,text,megafon
1912,text,mts
1913,text,beeline
1914,text,beeline
1915,text,megafon
1916,text,mts
1917,text,tele2
1918,text,rostelecom
1919,text,megafon
1920,text,mts
1921,text,megafon
1922,text,beeline
1923,text,beeline
1924,text,rostelecom
1925,text,mts
1926,text,tele2
1927,text,rostelecom
1928,text,beeline
1929,text,beeline
1930,text,beeline
1931,text,beeline
1932,text,rostelecom
1933,text,megafon
1934,text,beeline
1935,text,mts
1936,text,megafon
1937,text,rostelecom
1938,text,megafon
1939,text,beeline
1940,text,megafon
1941,text,beeline
1942,text,megafon
1943,text,megafon
1944,text,megafon
1945,text,mts
1946,text,beeline
1947,text,mts
1948,text,beeline
1949,text,megafon
1950,text,beeline
1951,text,mts
1952,text,mts
1953,text,megafon
1954,text,mts
1955,text,beeline
1956,text,beeline
1957,text,tele2
1958,text,mts
1959,text,mts
1960,text,rostelecom
1961,text,megafon
1962,text,mts
1963,text,beeline
1964,text,mts
1965,text,tele2
1966,text,megafon
1967,text,megafon
1968,text,megafon
1969,text,megafon
1970,text,mts
1971,text,megafon
1972,text,tele2
1973,text,beeline
1974,text,beeline
1975,text,beeline
1976,text,mts
1977,text,megafon
1978,text,megafon
1979,text,megafon
1980,text,megafon
1981,text,megafon
1982,text,tele2
1983,text,beeline
1984,text,rostelecom
1985,text,mts
1986,text,beeline
1987,text,mts
1988,text,beeline
1989,text,megafon
1990,text,megafon
1991,text,megafon
1992,text,tele2
1993,text,mts
1994,text,megafon
1995,text,beeline
1996,text,rostelecom
1997,text,tele2
1998,text,tele2
1999,text,mts
2000,text,mts
2001,text,tele2
2002,text,megafon
2003,text,beeline
2004,text,beeline
2005,text,mts
2006,text,beeline
2007,text,megafon
2008,text,beeline
2009,text,beeline
2010,text,beeline
2011,text,beeline
2012,text,beeline
2013,text,mts
2014,text,mts
2015,text,mts
2016,text,megafon
2017,text,mts
2018,text,beeline
2019,text,megafon
2020,text,mts
2021,text,beeline
2022,text,tele2
2023,text,mts
2024,text,mts
2025,text,mts
2026,text,megafon
2027,text,mts
2028,text,beeline
2029,text,rostelecom
2030,text,megafon
2031,text,mts
2032,text,rostelecom
2033,text,mts
2034,text,rostelecom
2035,text,mts
2036,text,mts
2037,text,beeline
2038,text,beeline
2039,text,megafon
2040,text,beeline
2041,text,mts
2042,text,megafon
2043,text,beeline
2044,text,megafon
2045,text,rostelecom
2046,text,megafon
2047,text,komstar
2048,text,mts
2049,text,mts
2050,text,megafon
2051,text,megafon
2052,text,megafon
2053,text,mts
2054,text,beeline
2055,text,megafon
2056,text,mts
2057,text,beeline
2058,text,megafon
2059,text,megafon
2060,text,tele2
2061,text,rostelecom
2062,text,beeline
2063,text,megafon
2064,text,mts
2065,text,mts
2066,text,megafon
2067,text,mts
2068,text,megafon
2069,text,megafon
2070,text,megafon
2071,text,megafon
2072,text,megafon
2073,text,beeline
2074,text,beeline
2075,text,tele2
2076,text,rostelecom
2077,text,rostelecom
2078,text,beeline
2079,text,megafon
2080,text,beeline
2081,text,mts
2082,text,mts
2083,text,mts
2084,text,megafon
2085,text,beeline
2086,text,megafon
2087,text,megafon
2088,text,megafon
2089,text,beeline
2090,text,megafon
2091,text,megafon
2092,text,tele2
2093,text,mts
2094,text,megafon
2095,text,megafon
2096,text,tele2
2097,text,beeline
2098,text,mts
2099,text,mts
2100,text,beeline
2101,text,rostelecom
2102,text,beeline
2103,text,beeline
2104,text,megafon
2105,text,mts
2106,text,beeline
2107,text,rostelecom
2108,text,megafon
2109,text,mts
2110,text,megafon
2111,text,tele2
2112,text,megafon
2113,text,mts
2114,text,mts
2115,text,megafon
2116,text,beeline
2117,text,megafon
2118,text,megafon
2119,text,megafon
2120,text,megafon
2121,text,beeline
2122,text,megafon
2123,text,rostelecom
2124,text,megafon
2125,text,beeline
2126,text,tele2
2127,text,rostelecom
2128,text,rostelecom
2129,text,rostelecom
2130,text,mts
2131,text,mts
2132,text,beeline
2133,text,mts
2134,text,mts
2135,text,megafon
2136,text,rostelecom
2137,text,mts
2138,text,megafon
2139,text,mts
2140,text,beeline
2141,text,beeline
2142,text,mts
2143,text,rostelecom
2144,text,mts
2145,text,beeline
2146,text,beeline
2147,text,mts
2148,text,mts
2149,text,megafon
2150,text,megafon
2151,text,beeline
2152,text,mts
2153,text,mts
2154,text,rostelecom
2155,text,mts
2156,text,mts
2157,text,megafon
2158,text,mts
2159,text,mts
2160,text,beeline
2161,text,mts
2162,text,mts
2163,text,megafon
2164,text,megafon
2165,text,tele2
2166,text,mts
2167,text,mts
2168,text,mts
2169,text,megafon
2170,text,mts
2171,text,mts
2172,text,beeline
2173,text,rostelecom
2174,text,rostelecom
2175,text,beeline
2176,text,rostelecom
2177,text,rostelecom
2178,text,beeline
2179,text,mts
2180,text,beeline
2181,text,tele2
2182,text,beeline
2183,text,beeline
2184,text,mts
2185,text,beeline
2186,text,mts
2187,text,tele2
2188,text,megafon
2189,text,mts
2190,text,megafon
2191,text,mts
2192,text,mts
2193,text,mts
2194,text,beeline
2195,text,mts
2196,text,beeline
2197,text,megafon
2198,text,megafon
2199,text,beeline
2200,text,megafon
2201,text,mts
2202,text,megafon
2203,text,megafon
2204,text,beeline
2205,text,megafon
2206,text,mts
2207,text,rostelecom
2208,text,beeline
2209,text,megafon
2210,text,beeline
2211,text,beeline
2212,text,megafon
2213,text,tele2
2214,text,beeline
2215,text,tele2
2216,text,mts
2217,text,mts
2218,text,mts
2219,text,mts
2220,text,megafon
2221,text,mts
2222,text,rostelecom
2223,text,megafon
2224,text,rostelecom
2225,text,beeline
2226,text,megafon
2227,text,mts
2228,text,megafon
2229,text,rostelecom
2230,text,rostelecom
2231,text,megafon
2232,text,beeline
2233,text,megafon
2234,text,mts
2235,text,megafon
2236,text,megafon
2237,text,rostelecom
2238,text,beeline
2239,text,mts
2240,text,mts
2241,text,rostelecom
2242,text,mts
2243,text,megafon
2244,text,beeline
2245,text,beeline
2246,text,beeline
2247,text,megafon
2248,text,rostelecom
2249,text,beeline
2250,text,tele2
2251,text,megafon
2252,text,beeline
2253,text,beeline
2254,text,mts
2255,text,beeline
2256,text,beeline
2257,text,mts
2258,text,beeline
2259,text,beeline
2260,text,mts
2261,text,beeline
2262,text,mts
2263,text,tele2
2264,text,tele2
2265,text,beeline
2266,text,megafon
2267,text,mts
2268,text,mts
2269,text,beeline
2270,text,beeline
2271,text,rostelecom
2272,text,mts
2273,text,beeline
2274,text,megafon
2275,text,beeline
2276,text,mts
2277,text,megafon
2278,text,rostelecom
2279,text,tele2
2280,text,rostelecom
2281,text,mts
2282,text,mts
2283,text,beeline
2284,text,beeline
2285,text,rostelecom
2286,text,megafon
2287,text,beeline
2288,text,tele2
2289,text,beeline
2290,text,megafon
2291,text,beeline
2292,text,beeline
2293,text,megafon
2294,text,mts
2295,text,mts
2296,text,megafon
2297,text,rostelecom
2298,text,tele2
2299,text,beeline
2300,text,beeline
2301,text,megafon
2302,text,mts
2303,text,mts
2304,text,mts
2305,text,megafon
2306,text,megafon
2307,text,megafon
2308,text,rostelecom
2309,text,beeline
2310,text,megafon
2311,text,beeline
2312,text,beeline
2313,text,mts
2314,text,beeline
2315,text,beeline
2316,text,megafon
2317,text,megafon
2318,text,tele2
2319,text,megafon
2320,text,mts
2321,text,megafon
2322,text,megafon
2323,text,rostelecom
2324,text,megafon
2325,text,tele2
2326,text,beeline
2327,text,tele2
2328,text,mts
2329,text,beeline
2330,text,beeline
2331,text,megafon
2332,text,megafon
2333,text,mts
2334,text,megafon
2335,text,megafon
2336,text,beeline
2337,text,beeline
2338,text,mts
2339,text,mts
2340,text,mts
2341,text,mts
2342,text,megafon
2343,text,rostelecom
2344,text,beeline
2345,text,megafon
2346,text,beeline
2347,text,mts
2348,text,mts
2349,text,mts
2350,text,mts
2351,text,mts
2352,text,megafon
2353,text,mts
2354,text,mts
2355,text,megafon
2356,text,mts
2357,text,rostelecom
2358,text,beeline
2359,text,mts
2360,text,rostelecom
2361,text,megafon
2362,text,megafon
2363,text,beeline
2364,text,beeline
2365,text,megafon
2366,text,tele2
2367,text,mts
2368,text,megafon
2369,text,megafon
2370,text,beeline
2371,text,tele2
2372,text,rostelecom
2373,text,mts
2374,text,megafon
2375,text,megafon
2376,text,megafon
2377,text,megafon
2378,text,mts
2379,text,megafon
2380,text,tele2
2381,text,beeline
2382,text,megafon
2383,text,rostelecom
2384,text,beeline
2385,text,megafon
2386,text,beeline
2387,text,mts
2388,text,megafon
2389,text,megafon
2390,text,megafon
2391,text,rostelecom
2392,text,rostelecom
2393,text,rostelecom
2394,text,megafon
2395,text,rostelecom
2396,text,megafon
2397,text,mts
2398,text,beeline
2399,text,mts
2400,text,megafon
2401,text,rostelecom
2402,text,beeline
2403,text,mts
2404,text,mts
2405,text,beeline
2406,text,beeline
2407,text,beeline
2408,text,megafon
2409,text,beeline
2410,text,beeline
2411,text,megafon
2412,text,mts
2413,text,megafon
2414,text,megafon
2415,text,megafon
2416,text,megafon
2417,text,megafon
2418,text,megafon
2419,text,rostelecom
2420,text,mts
2421,text,mts
2422,text,beeline
2423,text,megafon
2424,text,beeline
2425,text,megafon
2426,text,megafon
2427,text,megafon
2428,text,megafon
2429,text,mts
2430,text,megafon
2431,text,rostelecom
2432,text,megafon
2433,text,beeline
2434,text,tele2
2435,text,megafon
2436,text,megafon
2437,text,megafon
2438,text,megafon
2439,text,megafon
2440,text,beeline
2441,text,megafon
2442,text,mts
2443,text,megafon
2444,text,megafon
2445,text,mts
2446,text,megafon
2447,text,megafon
2448,text,mts
2449,text,megafon
2450,text,mts
2451,text,mts
2452,text,rostelecom
2453,text,beeline
2454,text,megafon
2455,text,rostelecom
2456,text,megafon
2457,text,tele2
2458,text,megafon
2459,text,megafon
2460,text,megafon
2461,text,megafon
2462,text,beeline
2463,text,megafon
2464,text,mts
2465,text,beeline
2466,text,megafon
2467,text,rostelecom
2468,text,megafon
2469,text,megafon
2470,text,mts
2471,text,rostelecom
2472,text,rostelecom
2473,text,megafon
2474,text,mts
2475,text,beeline
2476,text,beeline
2477,text,mts
2478,text,megafon
2479,text,megafon
2480,text,beeline
2481,text,megafon
2482,text,mts
2483,text,megafon
2484,text,megafon
2485,text,megafon
2486,text,megafon
2487,text,mts
2488,text,megafon
2489,text,mts
2490,text,mts
2491,text,mts
2492,text,mts
2493,text,beeline
2494,text,mts
2495,text,megafon
2496,text,mts
2497,text,mts
2498,text,megafon
2499,text,megafon
2500,text,beeline
2501,text,mts
2502,text,rostelecom
2503,text,megafon
2504,text,mts
2505,text,megafon
2506,text,mts
2507,text,rostelecom
2508,text,beeline
2509,text,megafon
2510,text,megafon
2511,text,mts
2512,text,beeline
2513,text,mts
2514,text,mts
2515,text,beeline
2516,text,rostelecom
2517,text,beeline
2518,text,mts
2519,text,beeline
2520,text,mts
2521,text,mts
2522,text,mts
2523,text,beeline
2524,text,rostelecom
2525,text,beeline
2526,text,mts
2527,text,rostelecom
2528,text,rostelecom
2529,text,rostelecom
2530,text,rostelecom
2531,text,rostelecom
2532,text,beeline
2533,text,beeline
2534,text,mts
2535,text,beeline
2536,text,mts
2537,text,megafon
2538,text,megafon
2539,text,tele2
2540,text,mts
2541,text,beeline
2542,text,mts
2543,text,mts
2544,text,mts
2545,text,mts
2546,text,mts
2547,text,mts
2548,text,mts
2549,text,megafon
2550,text,megafon
2551,text,beeline
2552,text,megafon
2553,text,megafon
2554,text,mts
2555,text,megafon
2556,text,mts
2557,text,mts
2558,text,megafon
2559,text,mts
2560,text,mts
2561,text,mts
2562,text,beeline
2563,text,megafon
2564,text,megafon
2565,text,beeline
2566,text,mts
2567,text,mts
2568,text,mts
2569,text,megafon
2570,text,mts
2571,text,beeline
2572,text,mts
2573,text,megafon
2574,text,mts
2575,text,mts
2576,text,beeline
2577,text,mts
2578,text,megafon
2579,text,mts
2580,text,megafon
2581,text,rostelecom
2582,text,beeline
2583,text,mts
2584,text,megafon
2585,text,megafon
2586,text,megafon
2587,text,beeline
2588,text,megafon
2589,text,rostelecom
2590,text,rostelecom
2591,text,mts
2592,text,rostelecom
2593,text,megafon
2594,text,beeline
2595,text,mts
2596,text,megafon
2597,text,mts
2598,text,megafon
2599,text,mts
2600,text,tele2
2601,text,mts
2602,text,megafon
2603,text,mts
2604,text,beeline
2605,text,mts
2606,text,mts
2607,text,megafon
2608,text,beeline
2609,text,megafon
2610,text,mts
2611,text,mts
2612,text,beeline
2613,text,beeline
2614,text,beeline
2615,text,beeline
2616,text,mts
2617,text,mts
2618,text,megafon
2619,text,beeline
2620,text,megafon
2621,text,mts
2622,text,rostelecom
2623,text,mts
2624,text,beeline
2625,text,beeline
2626,text,megafon
2627,text,megafon
2628,text,beeline
2629,text,megafon
2630,text,beeline
2631,text,tele2
2632,text,megafon
2633,text,rostelecom
2634,text,megafon
2635,text,beeline
2636,text,rostelecom
2637,text,megafon
2638,text,megafon
2639,text,megafon
2640,text,megafon
2641,text,beeline
2642,text,megafon
2643,text,mts
2644,text,mts
2645,text,megafon
2646,text,megafon
2647,text,megafon
2648,text,megafon
2649,text,mts
2650,text,megafon
2651,text,megafon
2652,text,rostelecom
2653,text,tele2
2654,text,mts
2655,text,beeline
2656,text,mts
2657,text,megafon
2658,text,megafon
2659,text,megafon
2660,text,megafon
2661,text,beeline
2662,text,beeline
2663,text,megafon
2664,text,beeline
2665,text,megafon
2666,text,megafon
2667,text,beeline
2668,text,mts
2669,text,megafon
2670,text,megafon
2671,text,mts
2672,text,mts
2673,text,megafon
2674,text,megafon
2675,text,megafon
2676,text,megafon
2677,text,mts
2678,text,beeline
2679,text,megafon
2680,text,mts
2681,text,megafon
2682,text,mts
2683,text,beeline
2684,text,mts
2685,text,mts
2686,text,megafon
2687,text,megafon
2688,text,tele2
2689,text,rostelecom
2690,text,beeline
2691,text,megafon
2692,text,beeline
2693,text,rostelecom
2694,text,mts
2695,text,mts
2696,text,beeline
2697,text,beeline
2698,text,beeline
2699,text,beeline
2700,text,beeline
2701,text,megafon
2702,text,rostelecom
2703,text,beeline
2704,text,beeline
2705,text,mts
2706,text,beeline
2707,text,megafon
2708,text,megafon
2709,text,megafon
2710,text,megafon
2711,text,megafon
2712,text,megafon
2713,text,beeline
2714,text,mts
2715,text,mts
2716,text,mts
2717,text,mts
2718,text,beeline
2719,text,megafon
2720,text,megafon
2721,text,megafon
2722,text,megafon
2723,text,tele2
2724,text,megafon
2725,text,megafon
2726,text,mts
2727,text,mts
2728,text,beeline
2729,text,mts
2730,text,mts
2731,text,mts
2732,text,mts
2733,text,beeline
2734,text,beeline
2735,text,mts
2736,text,mts
2737,text,mts
2738,text,megafon
2739,text,mts
2740,text,mts
2741,text,megafon
2742,text,megafon
2743,text,megafon
2744,text,megafon
2745,text,beeline
2746,text,mts
2747,text,rostelecom
2748,text,megafon
2749,text,megafon
2750,text,mts
2751,text,beeline
2752,text,beeline
2753,text,beeline
2754,text,megafon
2755,text,mts
2756,text,rostelecom
2757,text,mts
2758,text,beeline
2759,text,mts
2760,text,rostelecom
2761,text,mts
2762,text,mts
2763,text,mts
2764,text,mts
2765,text,mts
2766,text,mts
2767,text,rostelecom
2768,text,mts
2769,text,megafon
2770,text,beeline
2771,text,mts
2772,text,beeline
2773,text,mts
2774,text,beeline
2775,text,megafon
2776,text,beeline
2777,text,mts
2778,text,beeline
2779,text,megafon
2780,text,beeline
2781,text,megafon
2782,text,mts
2783,text,rostelecom
2784,text,mts
2785,text,mts
2786,text,mts
2787,text,rostelecom
2788,text,mts
2789,text,beeline
2790,text,beeline
2791,text,beeline
2792,text,mts
2793,text,beeline
2794,text,mts
2795,text,rostelecom
2796,text,rostelecom
2797,text,beeline
2798,text,mts
2799,text,mts
2800,text,beeline
2801,text,megafon
2802,text,mts
2803,text,mts
2804,text,mts
2805,text,megafon
2806,text,tele2
2807,text,megafon
2808,text,rostelecom
2809,text,beeline
2810,text,tele2
2811,text,mts
2812,text,beeline
2813,text,mts
2814,text,megafon
2815,text,megafon
2816,text,rostelecom
2817,text,megafon
2818,text,beeline
2819,text,megafon
2820,text,beeline
2821,text,rostelecom
2822,text,beeline
2823,text,mts
2824,text,rostelecom
2825,text,mts
2826,text,megafon
2827,text,mts
2828,text,mts
2829,text,tele2
2830,text,beeline
2831,text,beeline
2832,text,mts
2833,text,rostelecom
2834,text,megafon
2835,text,megafon
2836,text,beeline
2837,text,megafon
2838,text,tele2
2839,text,mts
2840,text,mts
2841,text,megafon
2842,text,beeline
2843,text,megafon
2844,text,mts
2845,text,beeline
2846,text,beeline
2847,text,rostelecom
2848,text,mts
2849,text,mts
2850,text,mts
2851,text,mts
2852,text,tele2
2853,text,mts
2854,text,megafon
2855,text,mts
2856,text,megafon
2857,text,megafon
2858,text,megafon
2859,text,mts
2860,text,beeline
2861,text,mts
2862,text,beeline
2863,text,mts
2864,text,mts
2865,text,megafon
2866,text,megafon
2867,text,mts
2868,text,mts
2869,text,megafon
2870,text,mts
2871,text,megafon
2872,text,mts
2873,text,mts
2874,text,megafon
2875,text,mts
2876,text,megafon
2877,text,megafon
2878,text,megafon
2879,text,megafon
2880,text,beeline
2881,text,megafon
2882,text,rostelecom
2883,text,megafon
2884,text,beeline
2885,text,rostelecom
2886,text,megafon
2887,text,megafon
2888,text,mts
2889,text,mts
2890,text,mts
2891,text,mts
2892,text,rostelecom
2893,text,megafon
2894,text,mts
2895,text,megafon
2896,text,mts
2897,text,mts
2898,text,tele2
2899,text,mts
2900,text,beeline
2901,text,tele2
2902,text,megafon
2903,text,mts
2904,text,beeline
2905,text,tele2
2906,text,megafon
2907,text,rostelecom
2908,text,tele2
2909,text,beeline
2910,text,mts
2911,text,megafon
2912,text,beeline
2913,text,mts
2914,text,beeline
2915,text,beeline
2916,text,beeline
2917,text,beeline
2918,text,mts
2919,text,megafon
2920,text,rostelecom
2921,text,megafon
2922,text,mts
2923,text,mts
2924,text,mts
2925,text,mts
2926,text,mts
2927,text,beeline
2928,text,megafon
2929,text,megafon
2930,text,megafon
2931,text,mts
2932,text,mts
2933,text,mts
2934,text,mts
2935,text,megafon
2936,text,megafon
2937,text,mts
2938,text,tele2
2939,text,mts
2940,text,mts
2941,text,tele2
2942,text,rostelecom
2943,text,megafon
2944,text,beeline
2945,text,rostelecom
2946,text,mts
2947,text,mts
2948,text,rostelecom
2949,text,beeline
2950,text,mts
2951,text,mts
2952,text,mts
2953,text,beeline
2954,text,mts
2955,text,mts
2956,text,beeline
2957,text,mts
2958,text,megafon
2959,text,megafon
2960,text,megafon
2961,text,megafon
2962,text,megafon
2963,text,megafon
2964,text,mts
2965,text,mts
2966,text,mts
2967,text,mts
2968,text,beeline
2969,text,rostelecom
2970,text,rostelecom
2971,text,beeline
2972,text,mts
2973,text,mts
2974,text,mts
2975,text,rostelecom
2976,text,beeline
2977,text,mts
2978,text,mts
2979,text,mts
2980,text,mts
2981,text,mts
2982,text,mts
2983,text,mts
2984,text,megafon
2985,text,mts
2986,text,beeline
2987,text,mts
2988,text,beeline
2989,text,beeline
2990,text,beeline
2991,text,rostelecom
2992,text,megafon
2993,text,megafon
2994,text,megafon
2995,text,tele2
2996,text,megafon
2997,text,beeline
2998,text,megafon
2999,text,rostelecom
3000,text,tele2
3001,text,mts
3002,text,tele2
3003,text,mts
3004,text,rostelecom
3005,text,rostelecom
3006,text,mts
3007,text,mts
3008,text,megafon
3009,text,beeline
3010,text,megafon
3011,text,beeline
3012,text,megafon
3013,text,mts
3014,text,mts
3015,text,mts
3016,text,mts
3017,text,megafon
3018,text,beeline
3019,text,beeline
3020,text,megafon
3021,text,tele2
3022,text,beeline
3023,text,beeline
3024,text,megafon
3025,text,megafon
3026,text,beeline
3027,text,mts
3028,text,megafon
3029,text,megafon
3030,text,tele2
3031,text,mts
3032,text,mts
3033,text,mts
3034,text,mts
3035,text,megafon
3036,text,tele2
3037,text,mts
3038,text,mts
3039,text,megafon
3040,text,tele2
3041,text,megafon
3042,text,mts
3043,text,mts
3044,text,mts
3045,text,mts
3046,text,mts
3047,text,megafon
3048,text,megafon
3049,text,beeline
3050,text,megafon
3051,text,mts
3052,text,beeline
3053,text,megafon
3054,text,megafon
3055,text,megafon
3056,text,mts
3057,text,mts
3058,text,mts
3059,text,megafon
3060,text,mts
3061,text,megafon
3062,text,megafon
3063,text,megafon
3064,text,rostelecom
3065,text,megafon
3066,text,mts
3067,text,megafon
3068,text,beeline
3069,text,beeline
3070,text,megafon
3071,text,megafon
3072,text,beeline
3073,text,beeline
3074,text,beeline
3075,text,megafon
3076,text,megafon
3077,text,mts
3078,text,mts
3079,text,beeline
3080,text,rostelecom
3081,text,mts
3082,text,mts
3083,text,megafon
3084,text,megafon
3085,text,megafon
3086,text,beeline
3087,text,rostelecom
3088,text,rostelecom
3089,text,megafon
3090,text,rostelecom
3091,text,megafon
3092,text,megafon
3093,text,rostelecom
3094,text,mts
3095,text,mts
3096,text,mts
3097,text,skylink
3098,text,mts
3099,text,beeline
3100,text,megafon
3101,text,mts
3102,text,mts
3103,text,beeline
3104,text,rostelecom
3105,text,rostelecom
3106,text,megafon
3107,text,tele2
3108,text,beeline
3109,text,mts
3110,text,beeline
3111,text,megafon
3112,text,mts
3113,text,beeline
3114,text,rostelecom
3115,text,beeline
3116,text,beeline
3117,text,megafon
3118,text,megafon
3119,text,megafon
3120,text,beeline
3121,text,megafon
3122,text,rostelecom
3123,text,megafon
3124,text,mts
3125,text,mts
3126,text,beeline
3127,text,rostelecom
3128,text,megafon
3129,text,tele2
3130,text,mts
3131,text,mts
3132,text,beeline
3133,text,beeline
3134,text,mts
3135,text,mts
3136,text,mts
3137,text,beeline
3138,text,mts
3139,text,beeline
3140,text,beeline
3141,text,megafon
3142,text,tele2
3143,text,mts
3144,text,mts
3145,text,mts
3146,text,megafon
3147,text,beeline
3148,text,mts
3149,text,mts
3150,text,megafon
3151,text,megafon
3152,text,megafon
3153,text,mts
3154,text,tele2
3155,text,beeline
3156,text,mts
3157,text,mts
3158,text,beeline
3159,text,megafon
3160,text,megafon
3161,text,beeline
3162,text,megafon
3163,text,mts
3164,text,mts
3165,text,mts
3166,text,mts
3167,text,mts
3168,text,megafon
3169,text,mts
3170,text,mts
3171,text,beeline
3172,text,mts
3173,text,rostelecom
3174,text,mts
3175,text,mts
3176,text,megafon
3177,text,mts
3178,text,rostelecom
3179,text,mts
3180,text,mts
3181,text,megafon
3182,text,beeline
3183,text,beeline
3184,text,beeline
3185,text,beeline
3186,text,tele2
3187,text,megafon
3188,text,beeline
3189,text,megafon
3190,text,megafon
3191,text,mts
3192,text,rostelecom
3193,text,mts
3194,text,mts
3195,text,mts
3196,text,megafon
3197,text,megafon
3198,text,megafon
3199,text,mts
3200,text,rostelecom
3201,text,mts
3202,text,beeline
3203,text,mts
3204,text,megafon
3205,text,megafon
3206,text,beeline
3207,text,beeline
3208,text,megafon
3209,text,beeline
3210,text,beeline
3211,text,megafon
3212,text,mts
3213,text,megafon
3214,text,beeline
3215,text,megafon
3216,text,mts
3217,text,mts
3218,text,megafon
3219,text,mts
3220,text,beeline
3221,text,rostelecom
3222,text,megafon
3223,text,beeline
3224,text,mts
3225,text,megafon
3226,text,megafon
3227,text,beeline
3228,text,mts
3229,text,mts
3230,text,beeline
3231,text,mts
3232,text,mts
3233,text,beeline
3234,text,tele2
3235,text,mts
3236,text,beeline
3237,text,beeline
3238,text,mts
3239,text,beeline
3240,text,rostelecom
3241,text,beeline
3242,text,megafon
3243,text,beeline
3244,text,megafon
3245,text,beeline
3246,text,beeline
3247,text,beeline
3248,text,mts
3249,text,beeline
3250,text,rostelecom
3251,text,megafon
3252,text,beeline
3253,text,megafon
3254,text,mts
3255,text,beeline
3256,text,rostelecom
3257,text,mts
3258,text,beeline
3259,text,beeline
3260,text,beeline
3261,text,beeline
