,review,sentiment
365,"Еще с самого первого анонса данного сериала у меня были большие сомнения насчет качества и нужности сего творения. Позже я не раз натыкался на рекламу сериала и признаться честно в конце концов он меня заинтересовал. 

В первую очередь мне понравились персонажи фильма. Они действительно очень точно и хорошо прорисованы. Каждый персонаж что-то собой олицетворяет. Кто-то представляет собой пример настоящей честности, доброты и справедливости, а кто-то пример подлости, самолюбия и разврата. И чем каждый персонаж больше это показывает, тем интересней наблюдать как он меняется на глазах в противоположную сторону. За этим действительно интересно наблюдать! Это очередной пример того, что все мы намного сложнее чем кажемся и порой можно получить руку помощи от человека, от которого ты ждешь ее последней. Конечно же без актеров способных их раскрыть, каких персонажей не вышло бы. Кстати говоря о актерах. Практически весь актерский состав мне был абсолютно не знаком, но не смотря на это и многое другое, они заставили зрителя держать у экрана и это чертовски здорово! Практически ни к кому никаких претензий нет, все актеры показали своих персонажей достойно.

'Сладкая жизнь' полностью оправдывает свой слоган «самый откровенный на Российском телевидении». Сериал вышел действительно достаточно откровенным, пошлым и смелым. К этому можно относиться по разному, но факт есть факт, за счет этого сериал вышел по своему особенным. Просто без всего этого, данную тему не возможно было бы раскрыть полностью. А так получается что все на своих местах.

Единственное что не понравилось, так это провисание второго сезона по сравнению с первым. Второй сезон получился ненужным что-ли. Он не так цепляет как первый. Возможно это потому что у авторов элементарно закончились идеи, а снимать то надо, как никак сериал пользуется спросом, а может быть сама целостность истории закончилась в первом сезоне.

Как бы там ни было, но сериал 'Сладкая жизнь' что-то новое и оригинальное на нашем телевидении и с этим трудно спорить.

8 из 10",pos
366,"Учитывая заявленный жанр фильма, а именно «триллер», можно с уверенностью сказать, что он вышел крайне неудачным и скучно-нелепым, с большими сюжетными провисаниями, даже на таком малом хронометраже. 

Собрались как-то друзья-товарищи, чтобы заработать лёгких деньжат, да побольше. И решили они получить их самым что ни на есть необычным способом – украв начинающую актрису, чтобы снять с ней порнофильм. В общем, изначально уже сюжет блещет своей нелепостью. По ходу действия даже не верится, что режиссёр этого фильма Марк Л. Лестер когда-то снял ставший культовым боевик «Коммандос». Есть несколько интересных моментов, но не более того. В остальном же происходящее на экране напоминает не особо загруженный идеями сюжет, наполненный штампами. 

В принципе, «Украсть Кэнди» можно с большой натяжкой назвать смотрибельным триллером, благодаря не совсем провальной концовке. Также хочется отметить не испортившую фильм игру Дэниэла Болдуина, который единственный более-менее органично вписался в действие. Кого-то из зрителей, впрочем, больше заинтересует сексуальная сцена с участием не особо известной Джении Лэно.",neg
367,"Наверное, так и должно выглядеть кино, которое, не претендуя ни на благосклонность зрителей или критиков, получает и то и другое не просто в должном размере, но даже с некими излишками. Лента действительно нестандартная. Черно-белая гамма крайне умело расставляет свои собственные акценты, давая понять зрителю, что именно он должен усвоить из этой истории.  Коппола не делает из образов Мотоциклиста и его брата героев или легенд прежде времени. Нет, номинально Мотоциклист – самая обсуждаемая фигура в мире, в котором мы проводим час с небольшим, но на деле в этом человеке нет ничего необычного или экстраординарного.

«Rumble fish» - это такой «массовый арт-хаус». Сюжет начинается ни с того, ни с сего, и точно так же заканчивается. По идее, здесь быть не должно никакой морали априори, но эта внешняя простота на редкость качественно скрывает под собой сложнейшую структурированную вселенную, в которой есть свои законы, принципы и нормы. В ней и существует культовый Мотоциклист, в ней же все бесцветное, кроме рыбок, и  именно там, в этом мире без имени, у людей есть свое собственное мнение, которое непонятно окружающим.

Вероятно, лишь единожды посмотрев эту красочную в своей серости ленту, сложно сказать, что именно хорошего или гениального происходит за полтора часа экранного времени, но то, что хотел передать зрителю Коппола, он передал. В этом сомнений нет.",neu
368,"Режиссёр Джон Кёрран, который запомнился по фильму 'Разрисованная вуаль' (стоит отметить, что это один из любимых мной экранизированных фильмов), не ищет лёгких путей. И в этом можно убедиться по его новому кинематографическому творению.

Криминальная драма 'Стоун' - это весьма тонкий и медленно бурлящий фильм. Кино гармонично балансирует на грани эротического триллера и глубоко религиозной пропагандистской драмы. Очень неоднозначная картина о семейных ценностях, о духовном преображении, о вере, о верности, об искушении, о мучениях, о привычке, о лжи, об угрызениях совести... Фильм поднимает серьёзные вопросы, на которые трудно найти правильные ответы. Довольно долго ждала этот фильм, в котором прекрасные актёры и режиссёр не самый 'последний' на планете... Но получилось так, что трейлер оказался интереснее и динамичнее, чем само кино. И хотя история ленты весьма и весьма замысловатый ребус, но из-за медленного рассказа проходит вся прелесть фильма.

Для интеллектуального Эдварда Нортона такой образ не в новинку. Уже был «Первобытный страх», в котором он предстаёт не тем, кем кажется. И стоит отметить, что именно такие персонажи ему, безусловно, очень подходят. В его таланте нет никаких сомнений. Прекрасный актёр и удивительно чёткое воплощение. Роберт Де Ниро ему немножко проигрывает, как мне показалось. Хотя роль сложная, немногословная и чрезмерно спокойная - можно списать на эти факторы, 'скромно' скроенный образ его персонажа. Что до Миллы Йовович... Кинокритики 'угрожали', что это её лучшая роль... Но разве наивную, доверчивую, сексуальную и 'хотящую' девушку так трудно сымитировать? Очень запомнилась Фрэнсис Конрой.

Безусловно, это кино заслуживает внимания и интереса со стороны зрителей. Оно умное и заставляющее задуматься над многими вещами... Но, думаю, что не каждый оценит его глубину и затейливость.

5 из 10",neu
369,"Харольд Ремис - талантливый человек к хорошим чувством юмора. «День Сурка», «Охотники за привидениями», «Ледяной урожай» - его работы имели разный успех, но сверкали отличными шутками. Поэтому и от описываемого фильма ждали как минимум фирменного юмора. И тут, на голову зрителя обрушивается ведро с тем, про что очень любят шутить в «Начале времен». Да, фильм про доисторических людей, и тактом они не отличались, но ведь мы то в цивилизованном мире живем,  и не стоит оправдывать шутки ниже пояса выбранной временной эпохой. Есть, конечно, и удачные шутки, пара из них и вовсе тянет на разряд гомерически смешных, но для того чтобы услышать их вам придется перетерпеть обилие низкопробного и неприятного юмора. Выбрав в качестве пародии библейские сказания, режиссер не смог придумать ничего лучше, как опошлить их. Карикатурные до абсурда персонажи, гадание по внутренностям, напрудивший сам на себя Лох – и это снял Ремис?

В фильме есть пара неплохих мыслей про атеизм, удачные костюмы и декорации и хорошая работа оператора. Однако плеяда известных актеров играет в разнобой, повествование лишено всякого смысла, ну а концовка настолько типична, что ее могли и вовсе не снимать. Для чего смотреть этот фильм? Лично я после просмотра нашел только одну причину - полюбоваться Оливией Уайлд, но этого ведь недостаточно, вам не кажется?

5 из 10",neg
370,"Несмотря на весь негатив который вылили на этот фильм критики я останусь при своем мнении. Фильм (с натяжкой) смотреть можно. Без претензии на логическое продолжение и вразумительную актерскую игру. 

   Я не ждал от фильма второй 'той самой бригады' где нас опять с головой окунут в атмосферу 'лихих 90-х'. Это просто осколок того чем некоторые (и даже немного - я) восторгались.

   Дело происходит в сша. Пиндосы (в исполнении доблестных эстонцев, украинцев и иже с ними) выглядят так так им и полагается - денег мало, сделки горят, кредиторы напрягают. Вот тут и появляется некий парнишка обещающий своему дружку большие money. Для этого нужно всего лишь переписать на себя все 'шо нажито непосильным трудом' богатство папочки.

   Что дальше вы увидите сами. Могу лишь констатировать вполне адекватные погони (она всего одна), пара перестрелок. Ну и соответствующий мастер-класс по айкидо от Иншакова. 

   Да, нет актерской игры. Есть плоскость диалогов. Макаревич и Нагиев-мл. явно не доросли до этих ролей. Не скажу что ужасно, но пусто. Нет надрыва. Попова пожалуй единственное на кого можно вообще смотреть - сыграла вполне достойно, роль большего и не требовала. Очень позабавил Чурсин - пытался состроить  порождение зла, но мне он показался неубедительным.

  Резюмируя сказанное скажу - фильм вполне можно смотреть в отрыве от основного сюжета в сериале. Если вам безразлично то, что происходило в 15 сериях Бригады. 

8 из 10",neg
371,"Судя по отзывам, оставленным на КиноПоиске – фильм многим понравился. У меня немного другое послевкусие. В Интеренете появилась информация, что продолжение было задумано еще до “Большого побега”. Думаю, продолжение действительно планировалось, но вряд ли таким.

1) Картинка неплоха. Графика и анимация прекрасны: сложное освещение, вода, текстура кожи, сцены на открытом воздухе – все очень красиво и реалистично - картинка соответствует 2019 году. (Придравшись, можно сказать, что скачек графики почти незаметен, но это претензии к индустрии в целом). 

2) Звук и музыка не выделялись. Да вспомнили традиционную композицию, да придумали новую песню, и да музыка почти идеально подходит к картинке, она не отвлекает, но и не запоминается.

3) Веселый, но нетипичный Юмор. Во времена Немо и Шрека было сильное разделение юмора: что можно было в мультике, что нет. Например, Немо был более семейным, Шрек – более отчаянным. В 'Истории Игрушек 4' (моментами, но тем не менее) – юмор с окраской свойственной скорее студии DreamWorks, нежели Pixar.

4) Сюжет. Нет легкого-прямого повествования: из A переходим в B, решаем свои проблемы, идем в C. Тут встречаем сложность, решаем ее и возвращаемся в А. Данный фильм построен хаотичнее: из А-B-C-B-C-B-A-C.

Неоднозначность персонажей еще больше усложняет восприятие. С одной стороны – это стимулирует не отвлекаться, всегда анализировать, ведь и в жизни сложно разделить все на белое-черное (да и в предыдущих частях были такого рода ходы)... Но если терпеть метания новых персонажей интересно и увлекательно, то видеть, как Баз и Вуди - любимые герои, чей характер и поведение предсказывается с точностью до фразы, поступают в несвойственной им манере – немного мучительно и вызывает ощущение неправдоподобности.

В итоге, складывается впечатление, что фильм собран из каких-то лоскутков, отдельных идей, записанных на полях при создании предыдущих частей или даже высосан из пальца. Думаю, что ИИ4 была нужна лишь для коммерческого успеха и как мостик к ИИ5 или ИИ6. Хотя даже этот мостик можно было сделать элегантнее и милее.",neg
372,"Меня выводит из себя тот факт, когда из меня пытаются выжать деньги. И ладно бы выжимать мастерски и на что – то вроде как достойное, но в данном случае деньги выжимают очень примитивно.

Хронометраж фильма «На игре» составляет чистых 85 минут (не учитывать же долгие титры!). После чего следует фраза: «Продолжение следует» и…идите вы на вторую часть, чтобы вновь отдать деньги за то, что должны были показать в едином фильме. Вам подобный факт ничего не напомнил ? Точно, «Параграф 78»! Напомню, что первая часть того фильма вновь же длилась полтора часа. Более чем уверен, что «На игре 2 будет длиться в районе тех же полутора часов, тем самым опять же абсолютно понятно, что всё можно было уместить в одном фильме.

Только есть одно но: «На игре» по качеству выше «Параграфа». Откровенного сдирания сцен с других фильмов мною замечено не было. Стоит похвалить фильм за динамичность развития событий, сцены перестрелок и драк, которые поставлены на очень хорошем уровне.

Также весьма неплохо подобраны актёры: здесь есть и именитые, так и молодые, но перспективные. Откровенных провалов не было, что очень радует.

И наконец, в фильме есть много хорошей музыки.

Теперь минусы. Присутствие дирижабля сразу отдаляет этот фильм от реальности. В фильм он не вписывается абсолютно.

Странное поведение главных героев: получив сверхспособности они почему – то не удивляются этому, объясняя это вирусом(!), и ещё они без особого сожаления встречают смерть одного из членов своей команды в концовке.

Эротическая сцена всё на том же проклятом дирижабле. Она попросту неумело вклеена, что даёт основания полагать, что это лишь дань жанру, что не может вызвать одобрения.

Рецензия отрицательная, потому что выжимать деньги из зрителя путём разбивки фильма на две части – открытое желание подзаработать, печально, потому что сам он вполне сносный.  

6 из 10",neg
373,"Артем Колчин снова на ринге. Финальный бой за чемпионский титул он проведет в Америке. Но перед финалом ему предстоит бой с мексиканским боксером, который также рвется к вершине. После тяжелого поединка мексиканец умирает в госпитале. Но неприятности только начинаются.

Неплохое продолжение одного из ярчайших представителей российского боевика. Но в этот раз фильм снимали и в Америки, и это сразу сказалось на качестве картинки, она стала яркой, можно сказать глянцевой это неплохо, но лишило самобытности и атмосферы. 

Также в фильме прибавились экшн сцены, динамика преобладала на протяжении всей картины: перестрелки и гонки стали зрелищнее и масштабнее. Но при этом фильм не забывает про романтическую линию, чувства все так крепки. Несмотря на жесткие сцены боев и стрельбы, фильм не потерял чувство юмора, которое в отличие от многих американских аналогов пошлое, тут же шутки смешные и приличные. Актеры сыграли все так же ярко, но для меня лучше всех был Андрей Панин, он затмил всех. 

Продолжение за которое не стыдно и которое хочется пересмотреть.

7 из 10",pos
374,"В советское время так называли главную белорусскую киностудию. Естественно, за пристрастие к быстроприготавливаемым боевикам на партизанскую тему. Подход, как я вижу, остался, просто тематика немного расширилась. 

Схема простая и, в принципе, не преступная: несколько известных актеров, способных привлечь внимание к картине, основной военный сюжет, любовная история в довесок, и некий кунштюк, изыск, раскрашивающий сюжетные ходы особым колоритом.

Но схемы воплощают в жизнь люди, и к этим людям по ходу просмотра возникает множество вопросов и претензий.

В середине фильма был туповатый эпизод, когда немцы в неглубоком тылу Красной армии зачем-то пытаются уничтожить медсанбат. Приходят с кучей танков и бронетранспортеров через лес (и линию, фронта, соответственно), тихонько так подкрадываются и вдруг кааак давай стрелять и ездить, поставив звук на максимум. А основные силы наших – нет, не слышат, беда! К ним надо непременно посылать гонца за подмогой, сигнальных ракет же ни у кого нет. И когда он (точнее она) добирается до штаба, вся израненная, падает в объятия офицера, и выпаливает из последних сил: «Там ЗА ГОРОЙ немцы!» А самый главный командир такой на полном серьезе ей и говорит: «Молодец, девочка! Вовремя!» После чего приказывает накрыть весь квадрат артиллерией. Занавес.

Блин, это что такое?! Это передача «Розыгрыш», что ли? Немцы как бы шепотом стреляют?! Или они находятся за горой звукопоглощающего «Эхокора»? И какое такое «вовремя»?! «Вовремя» без иронии – это когда, например, «вовремя, мы как раз собирались пить чай»! В этот момент мне хотелось, чтобы в атакуемом медсанбате лежали и так уже раненные в голову автор сценария и режиссер, и чтобы немцы непременно захватили медсанбат и убили с особой жестокостью этих двоих.

Чтобы режиссер в следующей жизни стал dvd-диском фильма «А зори здесь тихие» и наконец понял, что такое кино о войне, а автор сценария... Ну не знаю, может, сантехником, автослесарем... Короче, кем угодно, только чтобы сценариев не писал.

А то совсем клиника... Во-первых, не чувствует человек пространства – это в сериале сквозит, герои словно существуют в небольшом квадрате и легко находят друг друга даже в лесу, во-вторых, он не умеет писать достоверные монологи, так себе владеет военной темой... И вдобавок, как же он сумел испохабить реальную историю реального снайпера-эвенка... Аж оторопь берет. Такое ощущение, что писал «халтурку за бабло», очень деньги были нужны. Ну и накрапал «по-быренькому».

На фоне откровенного фуфла, из которого слеплен весь сериал, контрастом стоит игра Толепбергена Байсакалова и, отчасти Александра Лазарева-младшего. Оба не раздражали, были органичны и достоверны даже тогда, когда по тексту шла явная лабуда. Чего нельзя сказать о женской части актерского состава. Предложенные им обстоятельства оказались явно выше их актерских возможностей. Впрочем, вряд ли кто-то вообще может справиться с такими бредовыми обстоятельствами.

Короче, когда немцы в медсанбате не всех убили, история абсурда продолжилась и плавно привела к сцене охоты фашистов, переодетых охотниками, на пойманных, но выпущенных в лес русских снайперш. Чувствуете градус неадеквата? Да, он рвется ввысь. Для полноты картины не хватало только «Песни Красной Щапочки» в саундтрек. Какая тут достоверность? Это не нашедший себя Тарантино.

Глядя на весь этот «ужасающий катаклизм», я не мог понять одного: создатели действительно  такие идиоты, или они считают идиотами своих зрителей, которые должны переварить это творение. Вопрос для меня остался открытым.

2 из 10",neg
375,"Решил посмотреть какой-нибудь интересный психологический триллер. Но только не очень долгий и не сильно напряжный – уж такое было настроение. Кто-то скажет, что определение «интересный» (особенно, применимое к триллеру) как-то не вяжется с легкими и короткими лентами, но я не соглашусь. Напротив, «упаковать» интересный материал в короткое время и преподнеся его в лёгком и доступном формате – дорогого стоит.

И вот, интернет вывел меня на этот фильм. Фильм режиссера Джима Шеридана, с фильмографией которого я, честно говоря, знаком не слишком сильно. Впрочем, она не так уж и велика – около десятка полнометражек. 

Итак, перед нами триллер о том, как семья, только что переехавшая в новый дом, узнаёт, что там произошло страшное убийство. Казалось бы, что может быть банальнее, чем этот сюжет?! И, по правде говоря, первым впечатлением от этого у меня было полное разочарование и откровенное желание срочно выключить этот фильм. Но, через какое-то время сюжет делает замечательный поворот. Наверное, не слишком резкий и, возможно, предугадываемый, но, тем не менее, очень уместный и переворачивающий первое негативное впечатление о фильме. 

К сожалению, триллер всё же такой жанр, который просто не позволяет нормально описать впечатления о картине, снятой в нём. Только хочется что-то сказать, как тут же ловишь себя на том, что это спойлер. Поэтому, хочется подвести краткий итог.

Актеры в фильме играют очень неплохо. Дэниэл Крэйг в главной роли хорош – где надо серьёзен, где надо в истерике, где надо бесконечно мил и улыбчив. Правда, не всегда ему веришь. Что нельзя сказать об очаровательной Рэйчел Вайс. Она, хоть и не на первых ролях, но понравилась и запомнилась мне больше всего. Что же касается самого фильма и сюжета, увы, но тот самый поворот в середине, который действительно превращает банальный фильм про странный дом в очень неплохой и обещающий триллер, точно также повернулся в сторону банальности в конце ленты. Что мне категорически не понравилось и сильно испортило общее ощущение от просмотра. А вот за середину спасибо. Но, этого, увы, очень мало.",neu
376,"Отзыв #1.

Пожалуй, худшее, что может случиться с кинематографом - это модное кино для широких масс, потому как именно это течение объединяет в себе два самых худших явления за всю историю кино. От мэйнстрима 'Страсти Христовы' взяли его коронную фишку - простоту и удобство восприятия, от модного кино - претенциозность и вечно-актуальную проблематику. Что же получилось на выходе?

А на выходе получилось абсолютное безбожное, жестокое и вероломное зрелище, которое несмотря на отличную игру актёров, на отличную постановку, нельзя называть фильмом. Это самый настоящий плевок в души всех верующих, к коим я себя, кстати, не отношу. Вспоминая плевок, сразу вспоминаются и пафосные упоминания создателей о том, что в Джеймса дважды попадала молния во время съёмок, мол это Господь обрушил свой гнев на актёра, взявшегося сыграть его сына. Очень странно, что при всей этой набожности происходящего и пылкой католической любви Мэла, съёмки преспокойно были продолжены и было принято не обращать внимание на всячески молнии, потопы и пожары. Вот они, действия верующего человека: я верю в Бога лишь тогда, когда не зарабатываю деньги и не занимаюсь богохульством. Хотя, сдаётся мне, не было никаких молний, были лишь сплетни и слухи, возникшие из ниоткуда, дабы подогреть интерес к фильму. Ведь если верить, что на площадке действительно творился полтергейст, то под лёгким пледом псевдо-христианского мистицизма и фильм становится значительно вкуснее, так почему бы и не поверить в то, что в Кэвизела била молния, а потом во время просмотра пафосно заявлять: 'во время съёмок, в актёра, исполнявшего роль Христа, ударила молния'. Как это сладко и вкусно, не правда ли?

Но даже с художественной точки зрения фильм убог и бездарен, хотя это более чем очевидно, ведь смешивая такие несовместимые направления, шедевра не создашь. Зато можно с умным видом поскандалить, можно заявить, что я первый такой, кто показал гибель Христа во всей красе. Хотя если слегка включить своё серое вещество в голове, которые многие несправедливо именуют мозгом, то можно невооружённым глазом заметить, что кроме этой самой гибели, к которой Христа ведут сквозь бесконечные пытки, нет ничего. Тем не менее успех фильма неудивителен: достаточно взглянуть на название, чтобы понять, что фильм будет иметь успех и подавляющего числа зрителей, что, собственно, подтверждают рейтинг и сборы. Ведь ругать подобное кино вроде и некрасиво даже, может показаться, что ругать и ненавидеть 'Страсти Христовы', всё равно что обрушить гнев на самого великомученика, а стало быть оказаться частью той безумной толпы, что казнила Иисуса.

Мэл Гибсон, если не верить в его так называемую веру в Бога, поступил более чем гениально с точки зрения прокатной судьбы фильма. Отбросив малейшие намёки на смысловую составляющую, он снял самый настоящий поп-корн блокбастер для широких масс, которые жадно этот блокбастер сожрали. Весь так называемый смысл кина заключён в лишь в мучениях и пытках, которые не имеют никакой духовной основы, потому что преследуют совершенно другие цели, одна из них - максимальная эффектность. Как же это контрастирует с 'Храбрым сердцем' всё того же режиссёра, в котором финальная пытка борца за свободу Уильяма Уоллеса, который бесславно погиб в мучениях борясь за свободу своего народа, имеет куда больше пересечений с оригинальными библейскими мотивами, нежели экранизация Библии по версии всё того же Мэла Гибсона. Но Гибсон очень изящно играет со зрителем, заставляя его чувствовать бескрайнее сожаление за содеянное, ведь 'он страдал за наши грехи'. Весь этот разговор режиссёра со зрителем очень напомнил мне строчки одной замечательной книги:

'К тому же он сумел польстить присяжным, надувшимся от гордости: как же, такая незаурядная личность, как сам прокурор, разговаривает с ними на равных и видит в них своих помощников'. - Анри Мотылек Шаррьер.

И весь этот мракобесный бред никак не компенсирует феноменальная игра актёров, отличная постановка и звуковое сопровождение, ведь по большому счёту как бы не была прекрасен фильм внешне, он грязен и убог, ведь красоту формы нельзя разглядеть под уродством души.

'Страсти Христовы' - мерзкое и безбожное творение некогда отличного актёра и режиссёра, который ловко обманул и зрителей, и себя, и собственную веру. Но его простить можно, потому что Мэл Гибсон как раз из рода тех, о которых говорят 'человек от Бога' и это абсолютно верно в его случае. Но вот, что делать с присяжными, о которых ничего подобного сказать нельзя?

3 из 10",neg
377,"Узнаваемый стиль одного из самых выдающихся режиссёров современности Дэвида Финчера зародился в фильме 'Семь', дебютном большом проекте для него(не беру во внимание киноленту 'Чужой 3', так как даже сам Финчер не признаёт это своей работой). Именно оттуда берут свои корни густой мрак, серость и жёсткая давящая атмосфера. Во многих будущих работах это отразится, и станет чуть ли не визитной карточкой режиссёра, а растущее напряжение и экстаординарные твисты будут извечными приспешниками. 

Кинолента 'Игра' лишь закрепило успех за Дэвидом, обведя жирным слоем его необычный почерк. Не зря второй фильм Финчера называют кафкианским. Он будет погружать нас в театр абсурда, наполненный иррациональностью. И если копнуть глубже и посмотреть сквозь фильм, то параллельно с витьеватым и непредсказуемым сюжетом можно разглядеть и мораль, адресованную нам с вами. 

Огромная заслуга пренадлежит Джону Бренкето и Майклу Феррису, сценаристам фильма, создавшим сюжет данной киноленты, а также принимавшим участие в написании сценария к культовому мультсериалу 'Эон Флакс'(1991). А без того накаленную атмосферу киноленты подогревает великолепный саундтрэк от Говарда Шора, который сопровождает чуть ли не каждую сцену. Музыка данного композитора всегда отлично органирует с происходящим на экране, и создаёт впечатление некоего единства и целостности. (К слову, не про всех композиторов можно сказать такое) Послужной список Шора насчитывает около десятка шикарных работ, а из последних на сегодняшний день стоит отметить фильм 'В центре внимания'. 

Касаемо актёрского состава можно сказать, что под руководством Финчера практически все актёры раскрываются в несколько необычных для них образах. А если и не примеряют для себя несвойственные маски, то уж точно играют на высоте. На мой взгляд, здесь вполне уместно провести аналогию с Алехандро Гонсалесем Иньяритту. Он тоже своего рода мастер белой магии киноискусства. И та волшебная аура, которой обладают режиссёры без сомнения передаётся актёрам на площадке.  Как бы это смешно не звучало, но в 'Игре' действительно очень хорошая игра.

Взяв всё вместе, мы получаем добротный детективный триллер, который я бы лично с трудом отнёс к жанру драма. Зритель до последнего будет теряться в догадках и погружаться в сомнения, не понимая кому верить, а также ненароком вливаться через экран в эту самую игру, сопереживая главному герою. Концовка фильма многих почитателей творчества Финчера бросает в сомнения и заставляет пересматривать кино раз за разом, погружая в жаркие споры между друг другом. Некоторые зрители утвержают о её неоднозначности. Я же склоняюсь к более простому и логическому завершению без каких-либо подкопов в поисках глубинного смысла и дальнейшего развития происходящего хаоса.

Фильм по праву можно считать одним из лучших в своём жанре. Не зря некоторые кинокритики высказывались о нём, как о современном нуаре.
 
 8 из 10",pos
