review,rating
муж подарил на день рождение телефон  прекрасно работал заряда на день при активном пользовании хватало  наступила зима при первом же морозе треснуло стекло  еще через какое то время вздулась батарейка  при открытии крышки постоянно от нее откалывался кусочек  думала телефон с браком  унесла обратно в магазин  почти 2 месяца была без телефона  в конце января мне этот телефон обменяли на точно такой же  прошло пол года и опять та же история крышка вся по раскалывалась не смотря на то что к телефону бережно относилась  батарейка опять вздулась и заряд только на зарядке держит  короче полная фигня а не телефон ,1
плюсы 0  минусы батареи не хватает даже на сутки    не очень громкий батарея стоит дороже чем на нормальный телефон лишние приложения которых не удалить   мешают очень тупит после 10 ти месяцев использования виснет пример   зарядил вчера  в 23 часа  до полной  в 9 30 утра уже осталось 5  заряда и что это за аппарат такой ,2
смартфон  проработал 7 месяцев и батарея перестала держать заряд в режиме ожидания  его стало хватать на час не более  аккамулятор стал очень быстро разряжаться  звук тихий камера никакая  вообщем не советую  на замену этому приобрела vertex impress u too который в разы лучше ,2
сначала всё было хорошо работал быстро и не глючил  но не прошло и пол года  как начались проблемы  зарядку практически не держит  вылетают программы  звук редко срабатывает при звонке   да и с сетью проблемы   а   ну  и своей зарядным устройством тоже начались проблемы ,3
начитавшись хороших отзывов про данный телефон  решила купить данную модель мужу  для работы  от телефона требовалось немногое  чтобы просто звонить  писать смс  редко для выхода в интернет  но к сожалению  телефон не оправдал надежд  телефон сильно виснет  для того чтобы выйти из какого либо меню  нужно дважды нажимать  после окончания разговора  убирая телефон от уха  экран загорается только по истечении 3 секунд  много ненужных приложений установлено на телефоне  попользовавшись телефоном 3 дня  вернули обратно ,2
глючит греется просто деньги на ветер ,1
плюсы                             большой                              минусы                             глючит   уже сдавали телефон данной модели в ремонт заменили гнездо для заряда но после получения телефона с ремонта появились одни минусы глючит нагревается сильно а также корпус у телефона отваливается   страшно крышку открывать  вообщем если хотите телефон на некоторое время то покупайте а так лично  я не рекомендую еще год не прошел а уже все ломается       ,3
плюсы                             их нет                                минусы                             все не перечислить     пользуюсь не долго   но выявил уже столько проблем   версия андроид 4 4 это же прошлый век   постоянные подвисания и глюки   батареи вообще не на что не хватает   с памятью такая же ситуация как и с батареей   просто отвратительное качество интернета   честно говоря хотел добавить в плюсы цену   но мне кажется что за такую цену лучше купить кнопочный телефон ,1
ни кому не советую брать этот телефон батарея не держит  сенсор тупит  сам телефон виснит думает по 10мин   и т д ,1
достоинства   я бы назвала сей чудо телефон файв гуд  купила потому что была очврована большим экраном ярким дисплеем очень мягко ложится в руку удобно пролистывать все приложения основные уже были закачены дозагрузила нужные лично мне и вперед удивило что телефон за такую сумму очень шустрый вай фай летает 3g летает смотрю на нем иногда телек так вобще восторг краски и четкость изображения сони отдыхает  поставила 2симкм одна стандартная вторая мини и карту памяти на 32гб так что памяти валом телефон запрашивает с какой сим звонить писать смс и подключаться к нэту что очень удобно и никогда не запутаешься да и самое важное написано что это 4 андроид но сам телефон показывает что андроид 6 0 так что твердая 5 а не 4  любителям переплачивать просто за бренд конечно мимо  недостатки недостатков не выявлено комментарий купила в эльдорадо после приобрела ребенку ноутбук той же марки так же очень довольны и благодарны эльдорадо ,5
достоинства   на первый взгляд вроде бы неплохой телефон  все что нужно есть  на андроиде  с двумя sim картами и карту памяти поддерживает недостатки через некоторое всему эксплуатации наступило разочарование  виснет  тормозит  постоянно требует очистить память или что то обновить именно когда у меня идёт входящий звонок  сам составляет список популярных контактов  который нельзя редактировать или отключить эту функцию и звонит им совершенно самостоятельно  комментарий несколько раз телефон самопроизвольно звонил разным людям  я все думала  что в сумке болтался и случайно не на то нажалось  и вдруг как в фильме ужасов я прямо своими глазами увидела  как этот чудо китайфон лежал на столе  никто его не трогал и в тут оказалось  что он набрал случайный номер из моих контактов и там человек подходит к телефону и слышит  что у меня происходит и кто что говорит  жесть ,1
плюсы                             нет                              минусы                             медленный    тормознутая  медленная  вообще не стоит тех денег которые он стоит  если вы хотите взять его для ребёнка то не стоит  там ты сможешь поставить только оду игру с шариками  если просто смотреть видосы и сидеть в инете нет  все равно будет лагать в ютубе и интернете  не рекомендуется к покупке ,1
телефон работал чуть меньше года и умер  глючный  медленный  сильно греется  нечеткая работа сенсора особенно по краям  датчик приближения вообще никакой  то разблокирует экран когда не нужно  то наоборот блокирует ,1
плюсы в разговорах хорош но есть пару минусов  минусы батарея сдохла поставил не орегинал батарею не 1800 а 1600                              отнесли в ремонт сказали не чего поделать  батарею надо менять поставили не орегинал но лучше купить батарею покупать в интернете он нормально не глючит а если в ютубе смотреть то он начинает глючить,3
правильно  не берите никогда этот телефон  прожил он норьмально только 3 месяца  потом при открытии крышки сломались защелки  потом начало аппаратно тормозить и глючить  потом в самый подходящий момент вздулась батарея  в конце концов прожил он 7 месяцев  но самое главное  что сервис даже не удосужился заменить батарею  и дал в заключение не гарантийный случай в связи со сломанными защелками корпуса  вот такая беда ,1
купила телефон для себя  сломался  перестал  видеть  флешку  сдали его в ремонт  неполадку устранили  далее при входящих звонках у него чёрный экран  на вызов не ответишь  сдали его опять в ремонт  телефон не советую   ещё потому что камера плохая  звук тихий медленно открывает приложения ,1
не при каких обстоятельствах не покупайте данный телефон после полугода использования начитается самое интересное тормозит страх  хочется об стенку бросить входящий вызов не взять т  к   черный экран пока не отойдет и это не считая что телефон был уже на гарантийном ремонте было огромное количество разных аппаратов но такого чуда еще не было  короче не зря написано срок эксплуатации 1 год а дальше в мусорку,1
дешёвый телефон  но неплохой  работает внимание  вторая сим карта вставляется верх ногами  тогда заработает посмотрим сколько поработает ,4
приобретался в замен кнопочному  чтобы был доступен скайп  около года проработал почти без нареканий  позже начал быстрее разряжаться   через несколько месяцев  начал самостоятельно выключаться и снова включаться  в последнее время постоянно со шнуром его носила  вместо мобильного  стал проводной  на прошлой неделе выдал ошибку во всех приложениях  в том числе сервисных  заключение мастера  умерла внутреняя память  если такое возможно  в целом нравился  жаль  что короткий срок службы ,4
достоинства   большой и хороший экран  корпус не скрипит  сделан хорошо недостатки очень тормозной  не хватает памяти ни на что  через год эксплуатации вздулась батарея комментарий с виду отличный телефон с большим и хорошим экраном  но  эта железяка для мазохистов  тормозит чуть чаще чем всегда  пользоваться просто невозможно  батарея через полгода вообще перестала держать  а потом просто вздулась,2
муж подарил на день рождение телефон  прекрасно работал заряда на день при активном пользовании хватало  наступила зима при первом же морозе треснуло стекло  еще через какое то время вздулась батарейка  при открытии крышки постоянно от нее откалывался кусочек  думала телефон с браком  унесла обратно в магазин  почти 2 месяца была без телефона  в конце января мне этот телефон обменяли на точно такой же  прошло пол года и опять та же история крышка вся по раскалывалась не смотря на то что к телефону бережно относилась  батарейка опять вздулась и заряд только на зарядке держит  короче полная фигня а не телефон ,1
плюсы 0  минусы батареи не хватает даже на сутки    не очень громкий батарея стоит дороже чем на нормальный телефон лишние приложения которых не удалить   мешают очень тупит после 10 ти месяцев использования виснет пример   зарядил вчера  в 23 часа  до полной  в 9 30 утра уже осталось 5  заряда и что это за аппарат такой ,2
смартфон  проработал 7 месяцев и батарея перестала держать заряд в режиме ожидания  его стало хватать на час не более  аккамулятор стал очень быстро разряжаться  звук тихий камера никакая  вообщем не советую  на замену этому приобрела vertex impress u too который в разы лучше ,2
сначала всё было хорошо работал быстро и не глючил  но не прошло и пол года  как начались проблемы  зарядку практически не держит  вылетают программы  звук редко срабатывает при звонке   да и с сетью проблемы   а   ну  и своей зарядным устройством тоже начались проблемы ,3
начитавшись хороших отзывов про данный телефон  решила купить данную модель мужу  для работы  от телефона требовалось немногое  чтобы просто звонить  писать смс  редко для выхода в интернет  но к сожалению  телефон не оправдал надежд  телефон сильно виснет  для того чтобы выйти из какого либо меню  нужно дважды нажимать  после окончания разговора  убирая телефон от уха  экран загорается только по истечении 3 секунд  много ненужных приложений установлено на телефоне  попользовавшись телефоном 3 дня  вернули обратно ,2
глючит греется просто деньги на ветер ,1
плюсы                             большой                              минусы                             глючит   уже сдавали телефон данной модели в ремонт заменили гнездо для заряда но после получения телефона с ремонта появились одни минусы глючит нагревается сильно а также корпус у телефона отваливается   страшно крышку открывать  вообщем если хотите телефон на некоторое время то покупайте а так лично  я не рекомендую еще год не прошел а уже все ломается       ,3
плюсы                             их нет                                минусы                             все не перечислить     пользуюсь не долго   но выявил уже столько проблем   версия андроид 4 4 это же прошлый век   постоянные подвисания и глюки   батареи вообще не на что не хватает   с памятью такая же ситуация как и с батареей   просто отвратительное качество интернета   честно говоря хотел добавить в плюсы цену   но мне кажется что за такую цену лучше купить кнопочный телефон ,1
ни кому не советую брать этот телефон батарея не держит  сенсор тупит  сам телефон виснит думает по 10мин   и т д ,1
достоинства   я бы назвала сей чудо телефон файв гуд  купила потому что была очврована большим экраном ярким дисплеем очень мягко ложится в руку удобно пролистывать все приложения основные уже были закачены дозагрузила нужные лично мне и вперед удивило что телефон за такую сумму очень шустрый вай фай летает 3g летает смотрю на нем иногда телек так вобще восторг краски и четкость изображения сони отдыхает  поставила 2симкм одна стандартная вторая мини и карту памяти на 32гб так что памяти валом телефон запрашивает с какой сим звонить писать смс и подключаться к нэту что очень удобно и никогда не запутаешься да и самое важное написано что это 4 андроид но сам телефон показывает что андроид 6 0 так что твердая 5 а не 4  любителям переплачивать просто за бренд конечно мимо  недостатки недостатков не выявлено комментарий купила в эльдорадо после приобрела ребенку ноутбук той же марки так же очень довольны и благодарны эльдорадо ,5
достоинства   на первый взгляд вроде бы неплохой телефон  все что нужно есть  на андроиде  с двумя sim картами и карту памяти поддерживает недостатки через некоторое всему эксплуатации наступило разочарование  виснет  тормозит  постоянно требует очистить память или что то обновить именно когда у меня идёт входящий звонок  сам составляет список популярных контактов  который нельзя редактировать или отключить эту функцию и звонит им совершенно самостоятельно  комментарий несколько раз телефон самопроизвольно звонил разным людям  я все думала  что в сумке болтался и случайно не на то нажалось  и вдруг как в фильме ужасов я прямо своими глазами увидела  как этот чудо китайфон лежал на столе  никто его не трогал и в тут оказалось  что он набрал случайный номер из моих контактов и там человек подходит к телефону и слышит  что у меня происходит и кто что говорит  жесть ,1
плюсы                             нет                              минусы                             медленный    тормознутая  медленная  вообще не стоит тех денег которые он стоит  если вы хотите взять его для ребёнка то не стоит  там ты сможешь поставить только оду игру с шариками  если просто смотреть видосы и сидеть в инете нет  все равно будет лагать в ютубе и интернете  не рекомендуется к покупке ,1
телефон работал чуть меньше года и умер  глючный  медленный  сильно греется  нечеткая работа сенсора особенно по краям  датчик приближения вообще никакой  то разблокирует экран когда не нужно  то наоборот блокирует ,1
плюсы в разговорах хорош но есть пару минусов  минусы батарея сдохла поставил не орегинал батарею не 1800 а 1600                              отнесли в ремонт сказали не чего поделать  батарею надо менять поставили не орегинал но лучше купить батарею покупать в интернете он нормально не глючит а если в ютубе смотреть то он начинает глючить,3
правильно  не берите никогда этот телефон  прожил он норьмально только 3 месяца  потом при открытии крышки сломались защелки  потом начало аппаратно тормозить и глючить  потом в самый подходящий момент вздулась батарея  в конце концов прожил он 7 месяцев  но самое главное  что сервис даже не удосужился заменить батарею  и дал в заключение не гарантийный случай в связи со сломанными защелками корпуса  вот такая беда ,1
купила телефон для себя  сломался  перестал  видеть  флешку  сдали его в ремонт  неполадку устранили  далее при входящих звонках у него чёрный экран  на вызов не ответишь  сдали его опять в ремонт  телефон не советую   ещё потому что камера плохая  звук тихий медленно открывает приложения ,1
не при каких обстоятельствах не покупайте данный телефон после полугода использования начитается самое интересное тормозит страх  хочется об стенку бросить входящий вызов не взять т  к   черный экран пока не отойдет и это не считая что телефон был уже на гарантийном ремонте было огромное количество разных аппаратов но такого чуда еще не было  короче не зря написано срок эксплуатации 1 год а дальше в мусорку,1
дешёвый телефон  но неплохой  работает внимание  вторая сим карта вставляется верх ногами  тогда заработает посмотрим сколько поработает ,4
приобретался в замен кнопочному  чтобы был доступен скайп  около года проработал почти без нареканий  позже начал быстрее разряжаться   через несколько месяцев  начал самостоятельно выключаться и снова включаться  в последнее время постоянно со шнуром его носила  вместо мобильного  стал проводной  на прошлой неделе выдал ошибку во всех приложениях  в том числе сервисных  заключение мастера  умерла внутреняя память  если такое возможно  в целом нравился  жаль  что короткий срок службы ,4
достоинства   большой и хороший экран  корпус не скрипит  сделан хорошо недостатки очень тормозной  не хватает памяти ни на что  через год эксплуатации вздулась батарея комментарий с виду отличный телефон с большим и хорошим экраном  но  эта железяка для мазохистов  тормозит чуть чаще чем всегда  пользоваться просто невозможно  батарея через полгода вообще перестала держать  а потом просто вздулась,2
муж подарил на день рождение телефон  прекрасно работал заряда на день при активном пользовании хватало  наступила зима при первом же морозе треснуло стекло  еще через какое то время вздулась батарейка  при открытии крышки постоянно от нее откалывался кусочек  думала телефон с браком  унесла обратно в магазин  почти 2 месяца была без телефона  в конце января мне этот телефон обменяли на точно такой же  прошло пол года и опять та же история крышка вся по раскалывалась не смотря на то что к телефону бережно относилась  батарейка опять вздулась и заряд только на зарядке держит  короче полная фигня а не телефон ,1
плюсы 0  минусы батареи не хватает даже на сутки    не очень громкий батарея стоит дороже чем на нормальный телефон лишние приложения которых не удалить   мешают очень тупит после 10 ти месяцев использования виснет пример   зарядил вчера  в 23 часа  до полной  в 9 30 утра уже осталось 5  заряда и что это за аппарат такой ,2
смартфон  проработал 7 месяцев и батарея перестала держать заряд в режиме ожидания  его стало хватать на час не более  аккамулятор стал очень быстро разряжаться  звук тихий камера никакая  вообщем не советую  на замену этому приобрела vertex impress u too который в разы лучше ,2
сначала всё было хорошо работал быстро и не глючил  но не прошло и пол года  как начались проблемы  зарядку практически не держит  вылетают программы  звук редко срабатывает при звонке   да и с сетью проблемы   а   ну  и своей зарядным устройством тоже начались проблемы ,3
начитавшись хороших отзывов про данный телефон  решила купить данную модель мужу  для работы  от телефона требовалось немногое  чтобы просто звонить  писать смс  редко для выхода в интернет  но к сожалению  телефон не оправдал надежд  телефон сильно виснет  для того чтобы выйти из какого либо меню  нужно дважды нажимать  после окончания разговора  убирая телефон от уха  экран загорается только по истечении 3 секунд  много ненужных приложений установлено на телефоне  попользовавшись телефоном 3 дня  вернули обратно ,2
глючит греется просто деньги на ветер ,1
плюсы                             большой                              минусы                             глючит   уже сдавали телефон данной модели в ремонт заменили гнездо для заряда но после получения телефона с ремонта появились одни минусы глючит нагревается сильно а также корпус у телефона отваливается   страшно крышку открывать  вообщем если хотите телефон на некоторое время то покупайте а так лично  я не рекомендую еще год не прошел а уже все ломается       ,3
плюсы                             их нет                                минусы                             все не перечислить     пользуюсь не долго   но выявил уже столько проблем   версия андроид 4 4 это же прошлый век   постоянные подвисания и глюки   батареи вообще не на что не хватает   с памятью такая же ситуация как и с батареей   просто отвратительное качество интернета   честно говоря хотел добавить в плюсы цену   но мне кажется что за такую цену лучше купить кнопочный телефон ,1
ни кому не советую брать этот телефон батарея не держит  сенсор тупит  сам телефон виснит думает по 10мин   и т д ,1
достоинства   я бы назвала сей чудо телефон файв гуд  купила потому что была очврована большим экраном ярким дисплеем очень мягко ложится в руку удобно пролистывать все приложения основные уже были закачены дозагрузила нужные лично мне и вперед удивило что телефон за такую сумму очень шустрый вай фай летает 3g летает смотрю на нем иногда телек так вобще восторг краски и четкость изображения сони отдыхает  поставила 2симкм одна стандартная вторая мини и карту памяти на 32гб так что памяти валом телефон запрашивает с какой сим звонить писать смс и подключаться к нэту что очень удобно и никогда не запутаешься да и самое важное написано что это 4 андроид но сам телефон показывает что андроид 6 0 так что твердая 5 а не 4  любителям переплачивать просто за бренд конечно мимо  недостатки недостатков не выявлено комментарий купила в эльдорадо после приобрела ребенку ноутбук той же марки так же очень довольны и благодарны эльдорадо ,5
достоинства   на первый взгляд вроде бы неплохой телефон  все что нужно есть  на андроиде  с двумя sim картами и карту памяти поддерживает недостатки через некоторое всему эксплуатации наступило разочарование  виснет  тормозит  постоянно требует очистить память или что то обновить именно когда у меня идёт входящий звонок  сам составляет список популярных контактов  который нельзя редактировать или отключить эту функцию и звонит им совершенно самостоятельно  комментарий несколько раз телефон самопроизвольно звонил разным людям  я все думала  что в сумке болтался и случайно не на то нажалось  и вдруг как в фильме ужасов я прямо своими глазами увидела  как этот чудо китайфон лежал на столе  никто его не трогал и в тут оказалось  что он набрал случайный номер из моих контактов и там человек подходит к телефону и слышит  что у меня происходит и кто что говорит  жесть ,1
плюсы                             нет                              минусы                             медленный    тормознутая  медленная  вообще не стоит тех денег которые он стоит  если вы хотите взять его для ребёнка то не стоит  там ты сможешь поставить только оду игру с шариками  если просто смотреть видосы и сидеть в инете нет  все равно будет лагать в ютубе и интернете  не рекомендуется к покупке ,1
телефон работал чуть меньше года и умер  глючный  медленный  сильно греется  нечеткая работа сенсора особенно по краям  датчик приближения вообще никакой  то разблокирует экран когда не нужно  то наоборот блокирует ,1
купила вчера вечером этот телефон для себя   на сегодняшний момент уже четыре раза записал  приходится разбирать телефон и доставать аккумулятор  фигня полная  не довольна покупкой  ,2
до этого телефона у меня был алкатель зарядки на пол дня не хватало и тормозил сильно   пошла покупать новый телефон и мне его посоветовали я сперва боялась брать неизвестная марка и все дела  но все таки купила и знаете не пожалела   зарядки на 1 2 дня хватает при чем в интернете я активно нахожусь т к я админ многих групп и должна быть на связи игры грузит отлично камера меня устраивает  тонкий удобный ни разу не пожалела что его купила за такую цену этот просто класс ,5
прожил два месяца  один раз не сильно упал   сразу трещина на весь экран  позже вовсе перестал работать и включаться  вход для зарядки слабый  за короткий срок зарядка стала отходить  т к  все внутри расшаталось  заряжать приходилось несколько раз в день  этот телефон даже чехол не спасает  теперь снова хожу со старым телефоном хайдскрин  которому уже года 3  он и то лучше работает ,1
телефон я бы сказала  не очень  купила пол года назад  очень часто виснет  приложения не открываются часто или просто ториозят  когда кто нибудь звонит звук часто просто не срабатывает  в общем мучаюсь ,3
достоинства   приятная на ощупь задняя крышка  лте  дизайн недостатки сплошной глюк  не телефон а ужас комментарий не прошёл и месяц телефон отказался работать шторка начала висеть  никаких действий невозможно было произвести  скорее всего тач заглючил  телефон был куплен на коломенской в магазине  инх   с телефоном идёт ещё в комплекте симка типа акция такая  так вот не ведитесь на эту уловку  потому что вдруг если у вас будет возврат денег  также как и у меня  вам возврат сделают только сумму за телефон  а оставшиеся 2к не вернут  всё хитро придумано  не рекомендую это подобие телефона и этот магазин,1
достоинства   lte  большой ips экран  достаточно шустрый  недостатки менее чем через месяц использования начала барахлить кнопка включения  ни включить  ни выключить  комментарий придется эту поделку от 4good тоже нести в ремонт и навсегда забыть о данном производителе ,2
достоинства   отличный аппарат в соотношении цена качество большой яркий ips экран lte батарея тоже порадовала заряд держит 8 10 часов при включенном интернете и звонках качественный тачскрин две симкарты хорошая камера видео ускоритель mali t 720 что для игр совсем не плохо если бы не процессор  оперативки вполне хватает ну и конечно android 5 1 приятное покрытие задней крышки soft touch недостатки мощные игры притормаживают из за процессора всего 998x4 мгц слабоватая фронтальная камера не для селфи  вот если бы поставили проц 8 ядер да ещё и оперативки 2 гига тогда бы вообще супер было  комментарий отличный  качественный смартфон при очень не дорогой стоимости ,4
достоинства   дизайн  большой экран  недостатки батарея комментарий по такой ценовой категории отличный смарт  все летает и камера нормальная разницы нет   что за 25 тысяч  что за 7 тысяч ,5
телефон просто супер  долго держит батарею  не смотря на то  что камера не очень хорошая  фотографирует отлично  телефоном довольна  за такую цену надо ещё поискать,5
долго выбирала себе телефон  с одной стороны хотела  чтоб имел все функции и программы  без которых сейчас не представляю жизни  с другой  чтоб цена была нормальной   за несколько месяцев пользования телефон поразил своим удобством настроек и функций  а из за андроида узнала много полезных программ  телефон аботает довольно быстро  не виснет и долго разряжается  всем рекомендую  ,5
